split,variable,skill_mean,skill_std,rmse_mean,corr_mean
source_val,surface,0.3006419834163086,0.37782905710112225,0.004761559325639273,0.7344313325624732
source_val,rootzone,0.21695742758325431,0.7280892402001142,0.0006517180574616519,0.6758546365720063
target_query,surface,-0.45154473489294394,1.146608794295626,0.003496115214263648,0.5064104142208153
target_query,rootzone,-0.560155003648676,1.245678366711868,0.0002701852795058919,0.4772970230717038
